mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_17445,CC1C2C1C1(C)CN21,4.69851,1.55048,1.39331,1.6224,75.38,-0.2134,0.0769,0.2903,975.9739,0.164815,-327.846935,-327.839217,-327.838273,-327.878271,30.467
gdb_74801,CC1=CC2CC2(C)C1=O,2.68839,1.58915,1.14592,3.0393,82.44,-0.2336,-0.044,0.1896,1120.4822,0.158672,-385.927445,-385.918643,-385.917699,-385.960684,33.122
gdb_50503,O=CC1OCC(O1)C#C,3.94814,1.0143,0.93435,3.6147,67.98,-0.2502,-0.0402,0.21,1237.7885,0.11016,-457.720469,-457.711875,-457.710931,-457.755155,30.103
gdb_26556,NC1=C(O)C(=N)C=CN1,2.35883,1.88354,1.05051,4.4022,79.61,-0.1771,-0.0025,0.1746,1076.0942,0.127211,-434.111341,-434.103434,-434.10249,-434.143273,31.183
gdb_98600,OCC(=O)C1C(O)C1O,3.02916,1.04304,1.00618,2.5946,67.36,-0.2511,-0.0458,0.2053,1244.4267,0.133367,-496.088835,-496.079683,-496.078738,-496.122975,33.875
gdb_102614,CCC(CC)NC(=O)N,1.67098,1.27933,0.86035,3.3897,82.97,-0.2412,0.0596,0.3008,1482.7549,0.204757,-421.664031,-421.652764,-421.651819,-421.701209,40.575
gdb_100365,CC(CO)(NC=O)C#N,2.55847,1.21967,1.04681,4.82,69.52,-0.2717,0.0002,0.2719,1189.7763,0.133928,-455.172815,-455.162871,-455.161927,-455.20776,35.171
gdb_65925,OC1(CCC1)C1CCO1,2.60172,1.45005,1.17746,1.2161,77.46,-0.2437,0.0714,0.3151,1141.2953,0.182182,-424.19475,-424.185842,-424.184897,-424.228484,33.903
gdb_36808,C1CC1CCOCC#N,7.67389,0.4998,0.48965,4.706,81.6,-0.2809,0.0115,0.2924,2199.4355,0.169644,-403.133472,-403.123545,-403.122601,-403.170075,34.502
gdb_1892,CC1COC(C)C1,5.34368,1.86376,1.52908,1.5746,67.48,-0.2369,0.085,0.3219,868.0234,0.172026,-310.938181,-310.9305,-310.929556,-310.970011,28.351
gdb_20854,CCc1[nH]c(=O)on1,6.87664,1.27847,1.09256,5.667,59.31,-0.2547,0.0016,0.2563,1036.055,0.107499,-415.892853,-415.885456,-415.884512,-415.925136,26.369
gdb_97774,CCC#CC1CC1(C)O,4.22394,0.64751,0.61485,1.466,90.93,-0.2266,0.0532,0.2798,1913.9602,0.179576,-387.059487,-387.048803,-387.047859,-387.096048,38.723
gdb_44835,N=C1OC2CC1C(=O)O2,2.72909,1.85261,1.47413,4.274,61.94,-0.2815,-0.0256,0.2558,887.4017,0.103705,-473.876033,-473.869777,-473.868832,-473.906801,24.823
gdb_11149,C1C(=CNC1=O)C#N,6.818,1.28018,1.08504,3.5915,65.32,-0.2432,-0.0534,0.1898,980.1159,0.085316,-377.587813,-377.581121,-377.580177,-377.618883,24.397
gdb_65999,NC1(COC1=N)C1CN1,2.84491,1.28749,1.16255,1.9482,72.84,-0.2466,0.0169,0.2635,1126.0094,0.149197,-435.222128,-435.213595,-435.212651,-435.255533,31.947
gdb_20588,Cc1c(cno1)C=O,3.4599,1.86085,1.21922,3.3262,63.02,-0.2636,-0.0573,0.2063,914.241,0.094908,-398.614975,-398.607759,-398.606815,-398.646965,25.074
gdb_76403,CC1C(C)C1(C)C1CO1,2.40969,1.16191,1.12131,1.6438,85.97,-0.2508,0.079,0.3298,1298.3969,0.203488,-388.264084,-388.253675,-388.252731,-388.299139,38.389
gdb_59148,CC(O)C1C2C3CC3N12,3.18676,1.30799,1.15329,1.4905,78.05,-0.223,0.0547,0.2778,1146.9972,0.169909,-403.041508,-403.032711,-403.031766,-403.074981,33.865
gdb_73164,CC12CCC1CC2C#N,2.39915,1.40642,1.27905,4.1755,82.75,-0.2822,0.0274,0.3096,1120.9538,0.171606,-366.013194,-366.004666,-366.003722,-366.04639,32.78
gdb_43669,O=C1CC(CC2CC2)N1,5.44184,0.72373,0.69743,3.9288,80.79,-0.2458,0.0378,0.2836,1642.459,0.171091,-403.161213,-403.152287,-403.151342,-403.195974,33.197
gdb_33780,C#CC12CC(C1)CCC2,3.32403,1.33595,1.14638,0.8545,88.23,-0.2519,0.0509,0.3028,1143.7687,0.184689,-349.927689,-349.919728,-349.918784,-349.959651,32.82
gdb_34109,N#CC12COC3C(O1)C23,3.63263,1.56832,1.35119,3.5125,64.67,-0.2462,-0.0135,0.2328,917.3762,0.101706,-436.635189,-436.628633,-436.627689,-436.66613,25.694
gdb_4702,C#Cc1cnc([nH]1)O,6.8747,1.34189,1.12274,1.7961,67.71,-0.204,-0.0033,0.2007,966.2839,0.084717,-377.535726,-377.528833,-377.527889,-377.566584,26.053
gdb_9044,CC(CCC#C)C#C,4.59312,0.90459,0.78806,0.6427,80.28,-0.2566,0.0425,0.2992,1419.7457,0.150413,-310.606869,-310.597294,-310.59635,-310.641374,34.655
gdb_73113,CC12COC1CC(=O)C2,2.65587,1.47838,1.24583,3.366,74.56,-0.2401,-0.0187,0.2213,1080.1229,0.158983,-423.046953,-423.038776,-423.037832,-423.079967,31.391
gdb_15872,OC1CC(O)C1C#C,2.56391,2.13426,1.36988,0.9677,65.89,-0.2551,0.0291,0.2842,906.1726,0.128883,-383.689961,-383.681831,-383.680887,-383.722211,30.889
gdb_22549,CCC(CO)C(C)=NO,1.96536,1.08622,0.82274,1.472,81.72,-0.2419,0.0132,0.2552,1497.2551,0.190636,-441.447603,-441.436105,-441.435161,-441.485042,40.505
gdb_24940,c1nc2c(o1)CC(=O)N2,5.07605,1.31872,1.05364,2.127,64.35,-0.2159,-0.0192,0.1967,1024.9398,0.091534,-452.797835,-452.791089,-452.790145,-452.829386,25.128
gdb_29262,OC1=COC(=O)NC1=N,3.24227,1.44079,0.99752,1.8868,64.81,-0.237,-0.0355,0.2015,1072.2749,0.090482,-489.93369,-489.926271,-489.925327,-489.965711,27.972
gdb_48603,O=CC12CC(C1)C2C#C,2.62469,1.37707,1.06799,2.4717,80.61,-0.246,-0.034,0.2121,1141.569,0.134697,-384.612131,-384.60395,-384.603006,-384.645264,30.973
gdb_26116,CC(C)c1c(nc[nH]1)N,2.53325,1.27416,1.03594,2.8849,82.24,-0.1821,0.0384,0.2205,1254.4755,0.172029,-399.37634,-399.366699,-399.365754,-399.411238,35.541
gdb_96250,CC1CCC=CCOC1,2.23075,1.47015,1.01823,1.3116,86.9,-0.2361,0.0096,0.2457,1264.4659,0.207599,-388.28871,-388.279874,-388.27893,-388.321721,35.053
gdb_16453,OC12CC1N1CCC21,4.17736,1.93814,1.72195,2.5455,67.11,-0.2103,0.0733,0.2837,808.5168,0.143095,-363.780849,-363.774175,-363.773231,-363.811198,27.099
gdb_68524,CC12CC(C=C1)C(=O)O2,2.85065,1.75236,1.43059,4.3391,71.86,-0.2463,-0.0218,0.2245,952.8862,0.13716,-421.871935,-421.864835,-421.863891,-421.903065,28.879
gdb_91690,CC1CN2CC1C2C=O,3.05105,1.29018,1.13117,2.5026,78.46,-0.2374,-0.0288,0.2087,1157.6139,0.171784,-403.119509,-403.11134,-403.110395,-403.152589,31.395
gdb_109703,CCC1C(O)C11CCC1,2.9444,1.04542,0.95652,1.3852,86.82,-0.2404,0.0663,0.3067,1393.7716,0.204854,-388.265654,-388.255724,-388.254779,-388.300674,37.159
gdb_97105,CN=C1OCC11CN1C,2.541,1.36651,1.03569,0.9293,80.44,-0.237,0.0164,0.2534,1222.6402,0.158147,-419.166656,-419.157364,-419.15642,-419.201006,33.355
gdb_10117,OCC(OC=O)C#C,2.71974,1.48325,1.08818,3.0608,61.02,-0.278,-0.0086,0.2694,1060.9599,0.103908,-419.649043,-419.64027,-419.639326,-419.683267,29.897
gdb_93821,CC1OCC(C)C(C)=C1,2.2515,1.40696,1.05738,1.2334,89.05,-0.2336,0.026,0.2595,1280.65,0.205284,-388.315335,-388.305653,-388.304709,-388.349358,37.011
gdb_118399,OCCC(CC#N)C=O,3.06408,0.79209,0.66142,4.1746,73.32,-0.2674,-0.043,0.2244,1630.9018,0.144678,-439.100022,-439.089536,-439.088591,-439.13728,35.16
gdb_24123,C(C1CO1)C1=CC=CO1,4.84472,0.9074,0.86316,1.4428,75.32,-0.2162,0.0185,0.2347,1358.1556,0.136452,-421.830032,-421.822133,-421.821189,-421.864018,28.973
gdb_26814,c1c([nH]c(c1O)O)C#N,3.88468,1.08843,0.85133,5.0543,72.01,-0.2033,-0.0163,0.187,1228.2081,0.089671,-452.787835,-452.779571,-452.778626,-452.820593,30.213
gdb_13722,CCOCC1CN1C,4.5805,0.97999,0.88225,2.0406,76.84,-0.2235,0.0818,0.3053,1388.0492,0.186928,-366.221243,-366.211665,-366.210721,-366.256288,33.835
gdb_38360,C1C2CC1CN=COC2,2.5374,1.96163,1.43548,1.4273,79.94,-0.2205,0.0031,0.2236,967.8979,0.17376,-403.112091,-403.104996,-403.104051,-403.143025,29.76
gdb_76689,OC1C(O)C1CC1CO1,3.47322,0.88321,0.83773,2.6562,72.0,-0.2355,0.0495,0.285,1429.0324,0.157745,-460.105832,-460.096578,-460.095633,-460.140811,34.036
gdb_124850,CC1(CC1)c2cnno2,3.64009,1.29227,1.03785,4.357,75.83,-0.254,-0.0329,0.2211,1141.1456,0.135528,-417.983217,-417.975219,-417.974275,-418.015981,30.253
gdb_28570,Cc1ccc(o1)N2CC2,3.74598,1.16791,0.96246,1.2564,81.88,-0.1999,0.0219,0.2218,1251.8032,0.147744,-401.952765,-401.944466,-401.943522,-401.986291,30.942
gdb_46844,O=C1NCC2CC1C=C2,2.7707,1.80492,1.46355,3.7874,75.63,-0.2267,-0.0001,0.2266,943.2201,0.152093,-402.00001,-401.99314,-401.992195,-402.031094,28.092
gdb_60650,CC(=O)N(C)C1COC1,3.39743,1.03847,0.91051,2.6741,76.3,-0.2385,0.0275,0.266,1336.7064,0.169756,-440.286748,-440.276931,-440.275987,-440.322622,34.413
gdb_52203,O=CCOC1CC1C#N,3.27303,0.82398,0.70055,5.1125,71.13,-0.267,-0.0379,0.229,1539.0759,0.121447,-437.873321,-437.864054,-437.863109,-437.909191,31.554
gdb_62597,CC1(O)C2C3C2N2C3C12,3.10483,1.73508,1.69653,2.3199,72.48,-0.2238,0.0609,0.2846,897.4926,0.148088,-401.885187,-401.877953,-401.877009,-401.916262,29.849
gdb_8077,CC12CC(C1)CC=C2,3.5219,2.13578,1.705,0.1782,79.27,-0.2294,0.0245,0.254,858.1035,0.179164,-311.87538,-311.868437,-311.867493,-311.905747,29.106
gdb_3266,C1COCOC=N1,3.67442,3.59191,1.95586,1.4732,54.72,-0.2473,0.0129,0.2602,640.4185,0.115789,-361.709769,-361.703805,-361.70286,-361.739673,21.891
gdb_27208,Cc1c2n(cn1)CC=C2,3.3653,1.60595,1.10206,3.4524,84.06,-0.1959,-0.0172,0.1787,1073.5112,0.138815,-380.925773,-380.91838,-380.917436,-380.957788,28.222
gdb_12603,CN1C(=N)CCC1=O,3.09002,2.21956,1.32354,0.4022,67.67,-0.2539,-0.0033,0.2506,896.5326,0.132003,-379.989304,-379.981616,-379.980671,-380.022046,27.606
gdb_53589,CC#CCC1OC1C#C,4.71871,0.67146,0.62562,1.5898,84.78,-0.2466,0.0167,0.2632,1785.9634,0.132128,-384.607941,-384.597863,-384.596919,-384.645505,34.707
gdb_74407,CC1=CC2(O)CC1C2=O,2.58742,1.51531,1.27927,2.3599,74.88,-0.2302,0.0022,0.2324,1055.624,0.134287,-421.818586,-421.81008,-421.809136,-421.851665,31.959
gdb_99855,CC(O)C(N)(CO)C#N,2.11389,1.38253,1.05049,3.9635,71.51,-0.2697,0.0203,0.2899,1208.4758,0.157658,-456.341909,-456.331557,-456.330613,-456.376713,38.048
gdb_95201,CC1C2CC2CCC1O,2.122,1.76158,1.28519,1.4857,84.37,-0.2541,0.0636,0.3176,1118.0842,0.20777,-388.296906,-388.288143,-388.287199,-388.32957,35.309
gdb_10664,CC(=O)C1(CN1)C#C,2.75796,2.10224,1.33225,2.2976,68.49,-0.2533,-0.0308,0.2225,913.1403,0.116439,-362.622505,-362.614223,-362.613278,-362.655191,30.161
gdb_40723,C1NC1C1OC2CC1C2,4.10452,1.13511,1.07185,1.6451,78.92,-0.2372,0.078,0.3152,1198.5273,0.173616,-403.094325,-403.086934,-403.08599,-403.126563,29.697
gdb_47551,O=C1CC2OC2CCO1,2.75331,1.52254,1.0635,3.3371,67.93,-0.2624,0.0009,0.2633,1090.3402,0.13694,-458.97256,-458.964889,-458.963945,-459.005237,28.966
gdb_39953,C1CC12C=CC3(O2)CC3,3.93142,1.23266,1.10519,1.1629,85.44,-0.196,0.0157,0.2117,1164.9427,0.158588,-385.86431,-385.85646,-385.855516,-385.896672,31.741
gdb_115069,COC1OC=NC2CC12,3.27405,1.4055,1.09136,2.042,73.32,-0.2404,0.0211,0.2615,1119.7975,0.14854,-439.07582,-439.067712,-439.066767,-439.109037,30.157
gdb_23175,C1CC12C(=NO)C=CN2,2.50431,1.61548,1.06669,2.3765,81.21,-0.1833,-0.0132,0.1701,1110.0655,0.136422,-417.96297,-417.954921,-417.953977,-417.995351,31.466
gdb_38328,C1C2NC1C21CN=CO1,4.05253,1.48311,1.24615,0.4238,71.87,-0.2387,0.0169,0.2556,992.6533,0.138836,-417.944682,-417.937984,-417.93704,-417.975962,26.71
gdb_95012,OC1COC2C3NC2C13,3.02173,1.69343,1.38421,1.1963,70.35,-0.2383,0.0659,0.3042,957.9625,0.150439,-439.007943,-439.001013,-439.000069,-439.039144,28.277
gdb_53715,CC(=O)C#CC#CC#C,10.15092,0.46512,0.44596,3.2311,112.77,-0.252,-0.0935,0.1585,2282.4304,0.085779,-382.234827,-382.225373,-382.224429,-382.270217,32.277
gdb_23432,CCC1C2CC(=NO)C12,2.59101,1.1462,0.95175,1.1735,83.61,-0.2282,0.0153,0.2435,1324.0754,0.17,-403.081405,-403.072312,-403.071367,-403.115582,34.419
gdb_65465,CC1(CN1CC=O)C=O,4.31485,0.7628,0.733,1.1348,75.04,-0.2524,-0.0368,0.2156,1540.2987,0.143379,-439.07073,-439.060859,-439.059915,-439.106592,34.233
gdb_36784,N#CCOCC1CCO1,2.9869,0.98132,0.84301,2.488,71.77,-0.2498,0.0039,0.2538,1384.3157,0.146919,-439.055976,-439.046739,-439.045795,-439.092337,31.677
gdb_28709,Cc1cnc(o1)CC=O,3.78683,0.95683,0.81407,2.6265,73.71,-0.2356,-0.0333,0.2023,1385.56,0.123092,-437.937861,-437.929155,-437.928211,-437.973098,30.054
gdb_922,c1cncc(=O)[nH]1,5.82073,2.86312,1.91913,3.9263,55.68,-0.2327,-0.0614,0.1713,603.4675,0.08157,-339.489875,-339.484713,-339.483769,-339.51876,19.446
gdb_42964,O=C1C2OCC2C2CN12,2.63306,2.00773,1.42317,4.7056,67.17,-0.245,-0.0289,0.2161,910.4292,0.126288,-437.855928,-437.849172,-437.848228,-437.887278,26.339
gdb_121326,COCC1CCNC1=O,2.81842,1.10241,0.88105,2.7843,75.76,-0.2383,0.0319,0.2702,1355.7853,0.172056,-440.320898,-440.311571,-440.310627,-440.356049,33.267
gdb_95539,CC1COC=NC1C=O,2.96418,1.36593,1.10317,2.3585,72.04,-0.2472,-0.0288,0.2185,1112.141,0.147699,-439.107701,-439.099217,-439.098273,-439.14098,31.137
gdb_80271,OC1C2OC(=N)C=CC12,2.80617,1.63275,1.4298,3.1337,73.16,-0.2391,-0.0375,0.2016,956.5639,0.125496,-437.874801,-437.8673,-437.866356,-437.906914,29.086
gdb_22495,C[NH2+]CCC(=N[O-])C#N,2.91093,0.75872,0.64885,19.0204,84.35,-0.1196,-0.0406,0.079,1715.6126,0.14671,-435.139327,-435.129078,-435.128134,-435.176286,34.701
gdb_35921,N#CC1NCCC2OC12,3.13488,1.39391,1.07267,5.4809,72.4,-0.2506,0.0218,0.2724,1105.2292,0.138307,-417.995767,-417.988182,-417.987238,-418.027999,29.03
gdb_113394,OCC1CC1(CO)CO,2.92555,0.91504,0.79216,2.8438,75.91,-0.2471,0.0564,0.3035,1487.6317,0.180981,-461.3279,-461.317478,-461.316534,-461.363463,37.934
gdb_20829,CCc1[nH]nc(n1)N,4.98492,1.373,1.13917,2.1197,67.17,-0.2075,0.0255,0.233,1050.4178,0.132988,-376.143461,-376.135589,-376.134645,-376.176237,28.748
gdb_48410,C1CC1CC2(CC2)C=O,3.10645,0.96444,0.87282,2.7143,83.22,-0.2481,-0.0215,0.2266,1421.2055,0.181359,-387.077654,-387.068337,-387.067393,-387.112483,34.678
gdb_81392,CC1C2CC1C(N2)C#N,4.08227,1.1269,1.07362,5.1436,79.53,-0.2428,0.0305,0.2733,1182.3631,0.161782,-382.058438,-382.050592,-382.049648,-382.090649,30.835
gdb_83484,CC1C2CCN1CC2=O,2.80061,1.48563,1.44524,2.4361,77.3,-0.2151,-0.0126,0.2025,1029.7011,0.173619,-403.169903,-403.162288,-403.161344,-403.201673,30.773
gdb_71635,OC12CC3C1CCOC23,2.71926,1.6502,1.57925,1.437,74.32,-0.2343,0.0748,0.3091,961.7735,0.16148,-422.985713,-422.978479,-422.977534,-423.01697,29.691
gdb_100094,CC(C)(CC(=O)N)OC,2.50687,1.1321,0.96124,4.1578,78.78,-0.2331,0.0378,0.2709,1341.9902,0.191189,-441.521952,-441.510877,-441.509933,-441.558472,40.371
gdb_34396,C#CC12CCCC1CO2,2.73256,1.50594,1.27706,1.8917,80.89,-0.2497,0.0289,0.2786,1069.5264,0.159917,-385.856742,-385.848777,-385.847833,-385.889016,31.575
gdb_29079,c1cncnc(c1=O)O,2.73808,1.75114,1.10738,2.1592,72.6,-0.2548,-0.0818,0.173,1001.7329,0.091015,-452.781948,-452.774868,-452.773923,-452.814036,26.145
gdb_104280,CCC1(C)CCC1C=O,2.13004,1.18797,1.03564,2.8971,86.33,-0.2412,-0.0236,0.2176,1336.4876,0.203856,-388.298657,-388.288462,-388.287518,-388.334078,37.786
gdb_92621,CC1CC2CCCC2O1,2.66434,1.40342,1.27869,1.4484,83.95,-0.2347,0.0745,0.3092,1147.8514,0.208724,-388.323187,-388.31487,-388.313926,-388.356483,33.005
gdb_11065,CC12COC(C1)OC2,3.37888,2.25519,1.90563,2.5879,65.87,-0.2466,0.0757,0.3223,786.0981,0.156072,-384.953299,-384.946665,-384.945721,-384.983647,26.793
gdb_34297,C#CC12CCC(CO1)C2,3.2761,1.43995,1.29041,1.9225,80.77,-0.2394,0.0407,0.2801,1048.1974,0.160788,-385.869845,-385.862286,-385.861342,-385.901515,30.89
gdb_66502,CC12C3C1C1=NC3C2O1,2.64808,1.96038,1.64288,3.3684,72.56,-0.2381,-0.0177,0.2203,881.5749,0.123125,-400.649498,-400.642054,-400.64111,-400.680898,29.286
gdb_103484,CC1(CO)C2CCCN12,3.17852,1.17215,1.14076,2.5558,81.22,-0.2264,0.0743,0.3007,1212.4937,0.195573,-404.332559,-404.323492,-404.322548,-404.366226,34.715
gdb_123085,CC(=O)COCCCO,6.55211,0.47377,0.44813,4.7542,77.78,-0.2443,-0.0097,0.2346,2401.714,0.177893,-461.361577,-461.350014,-461.34907,-461.400819,38.264
gdb_878,c1c(oc(n1)O)N,7.15097,2.2289,1.71504,1.1577,48.35,-0.2191,0.0241,0.2432,666.9129,0.080017,-376.602183,-376.596199,-376.595255,-376.631802,22.048
gdb_86987,CN1CC(C1)NCC#N,5.99496,0.62532,0.61424,3.7574,81.94,-0.2243,0.0209,0.2452,1824.0068,0.170909,-399.298869,-399.28934,-399.288396,-399.334219,34.087
gdb_54923,CC(=O)N1CC(C1)C#N,4.0834,0.88543,0.81002,3.7886,75.36,-0.2529,0.0106,0.2635,1405.6671,0.135306,-418.038584,-418.029299,-418.028355,-418.0741,31.804
gdb_44246,N=C1OC2C1COC2=O,3.32627,1.50405,1.20862,3.3108,62.57,-0.2739,-0.0245,0.2493,984.3992,0.102613,-473.852631,-473.845712,-473.844768,-473.884528,25.704
gdb_3162,OC1CCC11CN1,3.76357,2.74103,1.90846,1.4489,60.66,-0.24,0.0723,0.3123,705.077,0.137544,-325.733758,-325.727043,-325.726099,-325.764144,25.769
gdb_10624,CC1OC1(CO)C#C,2.58863,1.8041,1.26399,2.2301,67.71,-0.2612,0.0214,0.2826,995.8855,0.127198,-383.679246,-383.67036,-383.669416,-383.712741,32.035
gdb_95983,CC1COCC1C(N)=O,2.45337,1.39132,1.11695,4.1105,74.5,-0.2406,0.0241,0.2647,1165.4557,0.171701,-440.32705,-440.317556,-440.316612,-440.362249,34.461
gdb_90677,CC(=O)N1C2CC(O)C12,3.30668,1.12803,0.98296,3.5282,73.93,-0.2424,0.0008,0.2432,1243.334,0.146174,-439.06523,-439.056376,-439.055431,-439.099409,32.519
gdb_27783,Cc1cc(oc(=O)c1)C,2.01694,1.72687,0.94116,4.9189,81.15,-0.2261,-0.0459,0.1802,1226.5089,0.135209,-421.909278,-421.900736,-421.899791,-421.942457,31.634
gdb_12024,CC1(O)CC1C1CC1,3.85127,1.24245,1.18111,1.3308,76.15,-0.2446,0.0779,0.3225,1129.5769,0.175566,-348.976734,-348.967993,-348.967049,-349.009895,33.393
gdb_51274,C1C=C(NC1=O)CC=O,3.23519,1.14729,0.88281,5.3345,72.49,-0.2142,-0.0443,0.17,1260.7288,0.123387,-437.944767,-437.936421,-437.935477,-437.978478,30.3
gdb_77723,CC1C23COC12CCC3,2.63878,1.57408,1.4627,1.7323,81.21,-0.2211,0.0678,0.2889,1047.4551,0.184331,-387.052812,-387.044947,-387.044003,-387.084585,31.914
gdb_111437,COC1C2CC2C2OC12,2.96865,1.54249,1.23317,2.2028,74.27,-0.2464,0.0617,0.3082,1064.4067,0.159771,-422.982398,-422.974544,-422.9736,-423.014996,30.371
gdb_116158,CCC1CCCC(C)O1,2.26126,1.24871,0.86069,1.0886,89.81,-0.2407,0.0877,0.3284,1459.4288,0.229532,-389.524946,-389.515157,-389.514212,-389.559257,37.824
gdb_6012,CC(=O)C(C)(O)C=O,2.44281,1.95265,1.54437,1.4714,61.87,-0.2571,-0.0599,0.1971,901.4576,0.125996,-420.910305,-420.901208,-420.900264,-420.943793,32.334
gdb_106369,CC1OC2(CO)CC1C2,2.73676,1.39813,1.15332,2.3981,78.21,-0.2449,0.0832,0.3281,1157.0267,0.183248,-424.210318,-424.201883,-424.200939,-424.243054,33.551
gdb_64944,CC1(CO1)C#CCC#N,3.99515,0.66575,0.64061,2.7539,78.78,-0.27,0.0028,0.2728,1743.1366,0.121828,-400.710403,-400.700904,-400.69996,-400.746831,32.942
gdb_86931,OC1CN(CC=O)C1=N,3.16743,0.92525,0.80699,3.5472,73.23,-0.2272,-0.0309,0.1963,1410.1166,0.133766,-455.130157,-455.120525,-455.11958,-455.166645,32.817
gdb_80877,CC12NC(C3OC13)C2O,2.25446,1.95501,1.55581,3.8036,70.55,-0.2332,0.0624,0.2956,943.871,0.147712,-439.011585,-439.003898,-439.002954,-439.043201,30.871
gdb_36483,C#CCC1COC2CC12,3.9866,1.03596,0.90178,1.4272,79.79,-0.2312,0.0527,0.2839,1298.2676,0.159437,-385.841529,-385.833244,-385.8323,-385.874623,32.146
gdb_115507,CCC1COC(CO)C1,4.52111,0.77925,0.71619,2.9577,81.92,-0.2442,0.0756,0.3198,1654.795,0.206252,-425.437661,-425.427837,-425.426893,-425.473202,36.284
gdb_109863,CC1C2OC2(C)C1CO,2.30639,1.43749,1.04158,1.0259,78.46,-0.2435,0.0736,0.3171,1226.6454,0.180408,-424.19277,-424.183012,-424.182068,-424.227003,36.366
gdb_82251,OC1C2NC2C2OCC12,2.53124,1.94367,1.43387,2.564,69.27,-0.2395,0.058,0.2976,939.58,0.150551,-439.037453,-439.030415,-439.029471,-439.068959,28.42
gdb_110261,CCN1C2C(C)C1C2O,2.02119,1.55331,1.01713,1.9486,84.49,-0.1978,0.073,0.2708,1271.255,0.19259,-404.265953,-404.256401,-404.255457,-404.300189,36.534
gdb_1198,CC#CCC(C)O,6.86594,1.10196,0.99777,1.5386,68.81,-0.2431,0.0613,0.3044,1179.2053,0.145607,-309.700675,-309.691492,-309.690548,-309.735661,31.243
gdb_53236,CC#CC1OC(C)C1C,3.02509,0.89102,0.8284,1.7496,88.13,-0.2392,0.0334,0.2725,1541.9181,0.179956,-387.057892,-387.047311,-387.046367,-387.095782,37.096
gdb_11007,CC12CN1C(=N)OC2,4.13401,1.87292,1.57139,4.177,66.23,-0.2549,0.03,0.285,845.5648,0.13157,-379.917893,-379.910834,-379.90989,-379.948999,26.892
gdb_80481,CC1C2OC(C)C(O)C12,2.37309,1.5612,1.36559,1.8653,78.11,-0.2337,0.0611,0.2948,1084.9806,0.182244,-424.213538,-424.204566,-424.203622,-424.246736,34.808
gdb_111276,CC12OC1C(CO)C2O,3.23384,1.25682,1.05691,2.2225,71.45,-0.2431,0.0581,0.3012,1179.3501,0.157714,-460.119476,-460.110429,-460.109485,-460.152847,34.312
gdb_11366,COC1=NCC(=N)N1,6.33628,1.34829,1.12737,3.2916,64.9,-0.2265,0.0159,0.2424,1019.0085,0.119977,-396.007948,-396.000219,-395.999275,-396.040341,27.501
gdb_72679,NC12CCC1(OC2)C#N,2.35147,1.51527,1.46404,5.378,73.15,-0.2485,0.0006,0.2492,1014.5007,0.136097,-417.979925,-417.971564,-417.97062,-418.012884,31.491
gdb_62523,CC1(O)C(C=O)C1C=O,1.78152,1.55374,1.08425,4.6434,72.33,-0.2426,-0.0491,0.1935,1168.4766,0.132024,-458.965642,-458.956079,-458.955135,-459.000084,34.333
gdb_26952,c1c[nH]c(c1C2CC2)N,2.95099,1.26648,0.95799,1.136,83.38,-0.1878,0.0541,0.2418,1249.8479,0.161295,-382.088901,-382.080249,-382.079305,-382.122656,33.003
gdb_98660,CCC(=O)C1CC(O)C1,3.49337,0.97943,0.88047,3.9415,79.35,-0.244,-0.0256,0.2184,1413.8402,0.181385,-424.241666,-424.232113,-424.231169,-424.277009,35.34
gdb_64764,CC1(CC#N)OCC=C1,3.29126,1.15329,1.07801,5.3399,77.82,-0.2506,-0.0025,0.2481,1181.3994,0.146684,-401.9724,-401.963593,-401.962649,-402.006238,32.495
gdb_21406,N=C1NC(=O)NN=N1,4.11162,2.07036,1.37699,1.0489,57.31,-0.273,-0.0862,0.1867,793.8778,0.074512,-426.909328,-426.903066,-426.902122,-426.940189,22.82
gdb_41928,C1CC2CCC=CC2=C1,3.29586,1.44122,1.05241,0.4049,94.6,-0.2059,-0.0111,0.1948,1172.1684,0.186507,-350.00033,-349.992926,-349.991982,-350.031943,30.47
gdb_54170,NC(=O)C1(O)CC1C#C,2.27953,1.473,1.1287,3.0853,72.31,-0.2378,0.0169,0.2547,1112.6477,0.121861,-437.868794,-437.859548,-437.858603,-437.902558,34.897
gdb_92623,CC1CC2CCOC2O1,3.18894,1.33233,1.15499,2.6579,77.51,-0.2547,0.0778,0.3324,1155.6947,0.185128,-424.256634,-424.248674,-424.247729,-424.289431,31.122
gdb_11679,OCC12CC(O1)C2O,3.51218,1.76535,1.48085,1.3991,60.64,-0.257,0.064,0.3211,876.8573,0.129919,-420.800538,-420.793199,-420.792254,-420.832131,28.208
gdb_9680,CCC1CC1(C)CO,4.47586,1.04205,0.97114,1.3424,79.22,-0.2587,0.0758,0.3345,1308.7357,0.198411,-350.196078,-350.186129,-350.185184,-350.230546,36.374
gdb_45921,N=C1COC(=O)C(=O)N1,2.98858,1.50809,1.02852,4.0753,63.17,-0.2814,-0.0784,0.2029,1057.8721,0.090489,-489.942817,-489.935369,-489.934425,-489.975412,27.022
gdb_41992,C1CC2CCCN=C2O1,3.25106,1.47235,1.07808,3.5893,80.39,-0.2333,0.0323,0.2657,1137.7273,0.175239,-403.1879,-403.180555,-403.179611,-403.219589,29.428
